paper_id,title,year,venue,survey_role,survey_topics,survey_reason,official_track,pdf_link,official_page,card_path
CVPR2025-2085,Rethinking Spiking Self-Attention Mechanism: Implementing a-XNOR Similarity Calculation in Spiking Transformers,2025,CVPR,background,architecture;temporal_modeling,a-XNOR attention addresses spike-train similarity in generic Spiking Transformers; neuromorphic datasets are evaluation only.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Xiao_Rethinking_Spiking_Self-Attention_Mechanism_Implementing_a-XNOR_Similarity_Calculation_in_Spiking_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Xiao_Rethinking_Spiking_Self-Attention_Mechanism_Implementing_a-XNOR_Similarity_Calculation_in_Spiking_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/C/2025-CVPR-C-rethinking-spiking-self-attention-mechanism-implementing-a-xnor-similarity-calculation-in-.md
ICML2025-0826,ReverB-SNN: Reversing Bit of the Weight and Activation for Spiking Neural Networks,2025,ICML,background,architecture;efficiency_hardware,ReverB-SNN is generic mixed-precision SNN architecture background without event-camera integration.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/guo25t/guo25t.pdf,https://proceedings.mlr.press/v267/guo25t.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-reverb-snn-reversing-bit-of-the-weight-and-activation-for-spiking-neural-networks.md
NeurIPS2025-1514,S$^2$NN: Sub-bit Spiking Neural Networks,2025,NeurIPS,background,architecture;efficiency_hardware,Sub-bit SNN compression is generic deployment background without event-camera data.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/40cba0984b4a2fa3b9f3e1231572e128-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/40cba0984b4a2fa3b9f3e1231572e128-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-s-2-nn-sub-bit-spiking-neural-networks.md
ICCV2025-1311,SAMPLE: Semantic Alignment through Temporal-Adaptive Multimodal Prompt Learning for Event-Based Open-Vocabulary Action Recognition,2025,ICCV,background,classification_recognition;temporal_modeling,SAMPLE is event-only open-vocabulary action recognition and temporal prompting background.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Wang_SAMPLE_Semantic_Alignment_through_Temporal-Adaptive_Multimodal_Prompt_Learning_for_Event-Based_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-sample-semantic-alignment-through-temporal-adaptive-multimodal-prompt-learning-for-event-b.md
ICCV2025-0738,Separation for Better Integration: Disentangling Edge and Motion in Event-based Deblurring,2025,ICCV,background,reconstruction_restoration;representation_slicing,"Edge-motion disentanglement is useful event-side representation evidence for deblurring, without SNNs.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Zhu_Separation_for_Better_Integration_Disentangling_Edge_and_Motion_in_Event-based_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-separation-for-better-integration-disentangling-edge-and-motion-in-event-based-deblurring.md
ICCV2025-0339,Simultaneous Motion And Noise Estimation with Event Cameras,2025,ICCV,background,robustness_open_challenges;temporal_modeling,Joint event motion/noise estimation supplies important event-camera noise theory and task interaction background.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Shiba_Simultaneous_Motion_And_Noise_Estimation_with_Event_Cameras_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-simultaneous-motion-and-noise-estimation-with-event-cameras.md
NeurIPS2025-1437,SPACE: SPike-Aware Consistency Enhancement for Test-Time Adaptation in Spiking Neural Networks,2025,NeurIPS,background,robustness_open_challenges;learning,Spike-aware test-time adaptation is generic SNN robustness background without event-camera evidence.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/3d9f111e9139bb008ffdfc6b466f3bf5-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/3d9f111e9139bb008ffdfc6b466f3bf5-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-space-spike-aware-consistency-enhancement-for-test-time-adaptation-in-spiking-neural-netwo.md
ICCV2025-2608,SpikePack: Enhanced Information Flow in Spiking Neural Networks with High Hardware Compatibility,2025,ICCV,background,architecture;learning;efficiency_hardware,"SpikePack contributes generic SNN information flow, conversion, and measured FPGA evidence without event-camera data.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Shen_SpikePack_Enhanced_Information_Flow_in_Spiking_Neural_Networks_with_High_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/C/2025-ICCV-C-spikepack-enhanced-information-flow-in-spiking-neural-networks-with-high-hardware-compatib.md
ICML2025-3251,SpikeVideoFormer: An Efficient Spike-Driven Video Transformer with Hamming Attention and $\mathcalO(T)$ Complexity,2025,ICML,background,architecture;temporal_modeling;efficiency_hardware;tracking;pose_depth_segmentation,"SpikeVideoFormer is generic spiking video architecture and task background, using frame videos rather than event cameras.",,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zou25b/zou25b.pdf,https://proceedings.mlr.press/v267/zou25b.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-spikevideoformer-an-efficient-spike-driven-video-transformer-with-hamming-attention-and-ma.md
NeurIPS2025-3455,Spiking Neural Networks Need High-Frequency Information,2025,NeurIPS,background,architecture;temporal_modeling,"This generic SNN frequency-bias analysis is important Advisor evidence and remains a Survey reference, but it is not event-camera-specific and is not needed in the first strict Survey Core pass.",Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/956834836f36dd07df7064ff42ca69f2-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/956834836f36dd07df7064ff42ca69f2-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-spiking-neural-networks-need-high-frequency-information.md
CVPR2025-0097,Spiking Transformer with Spatial-Temporal Attention,2025,CVPR,background,architecture;temporal_modeling,STAtten is useful generic Spiking Transformer temporal-attention background; DVS datasets alone do not make it an intersection method.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Lee_Spiking_Transformer_with_Spatial-Temporal_Attention_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Lee_Spiking_Transformer_with_Spatial-Temporal_Attention_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/C/2025-CVPR-C-spiking-transformer-with-spatial-temporal-attention.md
CVPR2025-2494,Spiking Transformer: Introducing Accurate Addition-Only Spiking Self-Attention for Transformer,2025,CVPR,background,architecture;efficiency_hardware,Addition-only mixed-spike attention is generic SNN architecture and efficiency background without event-camera data.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Guo_Spiking_Transformer_Introducing_Accurate_Addition-Only_Spiking_Self-Attention_for_Transformer_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Guo_Spiking_Transformer_Introducing_Accurate_Addition-Only_Spiking_Self-Attention_for_Transformer_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/C/2025-CVPR-C-spiking-transformer-introducing-accurate-addition-only-spiking-self-attention-for-transfor.md
ICLR2025-0872,Spiking Vision Transformer with Saccadic Attention,2025,ICLR,background,architecture;temporal_modeling;efficiency_hardware,Saccadic spiking attention is generic SNN vision architecture background without event-camera input.,,https://proceedings.iclr.cc/paper_files/paper/2025/file/3c85f70d3fd83f4fba47e117e5429f35-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/hash/3c85f70d3fd83f4fba47e117e5429f35-Abstract-Conference.html,01-papers-by-conference/ICLR2025/C/2025-ICLR-C-spiking-vision-transformer-with-saccadic-attention.md
ICCV2025-1894,SpiLiFormer: Enhancing Spiking Transformers with Lateral Inhibition,2025,ICCV,background,architecture;efficiency_hardware,SpiLiFormer is generic Spiking Transformer background; DVS benchmarks alone do not make it an intersection paper.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Zheng_SpiLiFormer_Enhancing_Spiking_Transformers_with_Lateral_Inhibition_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/C/2025-ICCV-C-spiliformer-enhancing-spiking-transformers-with-lateral-inhibition.md
CVPR2025-2098,STAA-SNN: Spatial-Temporal Attention Aggregator for Spiking Neural Networks,2025,CVPR,background,architecture;temporal_modeling;learning,STAA-SNN develops generic spatial-temporal aggregation; CIFAR10-DVS is benchmark-only.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_STAA-SNN_Spatial-Temporal_Attention_Aggregator_for_Spiking_Neural_Networks_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Zhang_STAA-SNN_Spatial-Temporal_Attention_Aggregator_for_Spiking_Neural_Networks_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/C/2025-CVPR-C-staa-snn-spatial-temporal-attention-aggregator-for-spiking-neural-networks.md
ICCV2025-2463,SuperEvent: Cross-Modal Learning of Event-based Keypoint Detection for SLAM,2025,ICCV,background,representation_slicing;learning;robustness_open_challenges,"SuperEvent supplies event-side keypoint representation, self-supervision, and noise robustness without SNNs.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Burkhardt_SuperEvent_Cross-Modal_Learning_of_Event-based_Keypoint_Detection_for_SLAM_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-superevent-cross-modal-learning-of-event-based-keypoint-detection-for-slam.md
NeurIPS2025-3720,Synergy Between the Strong and the Weak: Spiking Neural Networks are Inherently Self-Distillers,2025,NeurIPS,background,learning;temporal_modeling,Timestep self-distillation is generic SNN training background without event-camera integration.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/a1a923ac3eb5c02b34423a0b343a24cb-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/a1a923ac3eb5c02b34423a0b343a24cb-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-synergy-between-the-strong-and-the-weak-spiking-neural-networks-are-inherently-self-distil.md
ICML2025-0181,Temporal Misalignment in ANN-SNN Conversion and its Mitigation via Probabilistic Spiking Neurons,2025,ICML,background,learning;temporal_modeling,Temporal misalignment in ANN-SNN conversion is general conversion theory; DVS is benchmark-only.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/bojkovic25a/bojkovic25a.pdf,https://proceedings.mlr.press/v267/bojkovic25a.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-temporal-misalignment-in-ann-snn-conversion-and-its-mitigation-via-probabilistic-spiking-n.md
CVPR2025-1275,Temporal Separation with Entropy Regularization for Knowledge Distillation in Spiking Neural Networks,2025,CVPR,background,learning;temporal_modeling,Temporal logit distillation is generic SNN training background with no event-camera-specific method.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Yu_Temporal_Separation_with_Entropy_Regularization_for_Knowledge_Distillation_in_Spiking_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Yu_Temporal_Separation_with_Entropy_Regularization_for_Knowledge_Distillation_in_Spiking_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/C/2025-CVPR-C-temporal-separation-with-entropy-regularization-for-knowledge-distillation-in-spiking-neur.md
ICCV2025-1879,TESPEC: Temporally-Enhanced Self-Supervised Pretraining for Event Cameras,2025,ICCV,background,learning;temporal_modeling;detection;pose_depth_segmentation,"TESPEC is strong event-specific long-sequence pretraining background across dense tasks, but non-spiking.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Mohammadi_TESPEC_Temporally-Enhanced_Self-Supervised_Pretraining_for_Event_Cameras_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-tespec-temporally-enhanced-self-supervised-pretraining-for-event-cameras.md
ICML2025-1843,Time to Spike? Understanding the Representational Power of Spiking Neural Networks in Discrete Time,2025,ICML,background,temporal_modeling;architecture,Discrete-time LIF-SNN expressivity and latency theory provide foundational background without event-camera data.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/nguyen25a/nguyen25a.pdf,https://proceedings.mlr.press/v267/nguyen25a.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-time-to-spike-understanding-the-representational-power-of-spiking-neural-networks-in-discr.md
CVPR2025-0200,TimeTracker: Event-based Continuous Point Tracking for Video Frame Interpolation with Non-linear Motion,2025,CVPR,background,tracking;reconstruction_restoration;temporal_modeling;datasets_benchmarks,TimeTracker supplies event-side continuous tracking and interpolation evidence but no SNN.,,https://openaccess.thecvf.com/content/CVPR2025/papers/Liu_TimeTracker_Event-based_Continuous_Point_Tracking_for_Video_Frame_Interpolation_with_CVPR_2025_paper.pdf,https://openaccess.thecvf.com/content/CVPR2025/html/Liu_TimeTracker_Event-based_Continuous_Point_Tracking_for_Video_Frame_Interpolation_with_CVPR_2025_paper.html,01-papers-by-conference/CVPR2025/B/2025-CVPR-B-timetracker-event-based-continuous-point-tracking-for-video-frame-interpolation-with-non-l.md
NeurIPS2025-2601,Toward Relative Positional Encoding in Spiking Transformers,2025,NeurIPS,background,architecture;temporal_modeling,Relative positional encoding supports generic Spiking Transformer sequence modeling without event cameras.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/6fdbdaf19f4f3f8e2e08aa87987e459c-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/6fdbdaf19f4f3f8e2e08aa87987e459c-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-toward-relative-positional-encoding-in-spiking-transformers.md
ICML2025-2813,Training High Performance Spiking Neural Network by Temporal Model Calibration,2025,ICML,background,learning;temporal_modeling,Temporal model calibration is generic SNN training; DVS datasets are benchmark-only.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yan25c/yan25c.pdf,https://proceedings.mlr.press/v267/yan25c.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-training-high-performance-spiking-neural-network-by-temporal-model-calibration.md
ICML2025-2938,TS-SNN: Temporal Shift Module for Spiking Neural Networks,2025,ICML,background,temporal_modeling;architecture;efficiency_hardware,Temporal shift is useful generic SNN dynamics/efficiency background without event-camera streams.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/yu25w/yu25w.pdf,https://proceedings.mlr.press/v267/yu25w.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-ts-snn-temporal-shift-module-for-spiking-neural-networks.md
ICML2025-3117,TTFSFormer: A TTFS-based Lossless Conversion of Spiking Transformer,2025,ICML,background,event_to_spike;learning;efficiency_hardware,TTFS Transformer conversion provides coding and energy background without event-camera integration.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/zhao25n/zhao25n.pdf,https://proceedings.mlr.press/v267/zhao25n.html,01-papers-by-conference/ICML2025/C/2025-ICML-C-ttfsformer-a-ttfs-based-lossless-conversion-of-spiking-transformer.md
ICCV2025-1528,Unleashing the Temporal Potential of Stereo Event Cameras for Continuous-Time 3D Object Detection,2025,ICCV,background,detection;temporal_modeling,Stereo event-only continuous-time 3D detection is task background without SNNs.,,,https://openaccess.thecvf.com/content/ICCV2025/html/Kang_Unleashing_the_Temporal_Potential_of_Stereo_Event_Cameras_for_Continuous-Time_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-unleashing-the-temporal-potential-of-stereo-event-cameras-for-continuous-time-3d-object-de.md
ICCV2025-1001,Unsupervised Joint Learning of Optical Flow and Intensity with Event Cameras,2025,ICCV,background,learning;temporal_modeling;reconstruction_restoration,"Joint unsupervised event flow and intensity estimation supplies event-side learning theory, but no SNN.",,,https://openaccess.thecvf.com/content/ICCV2025/html/Guo_Unsupervised_Joint_Learning_of_Optical_Flow_and_Intensity_with_Event_ICCV_2025_paper.html,01-papers-by-conference/ICCV2025/B/2025-ICCV-B-unsupervised-joint-learning-of-optical-flow-and-intensity-with-event-cameras.md
NeurIPS2025-1206,Unveiling the Spatial-temporal Effective Receptive Fields of Spiking Neural Networks,2025,NeurIPS,background,architecture;temporal_modeling,"ST-ERF provides useful analysis of generic SNN long-sequence modeling and dense tasks, without event-camera input.",Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/3353b22e6b85a76d45d6b01aa4328be5-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/3353b22e6b85a76d45d6b01aa4328be5-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/C/2025-NEURIPS-C-unveiling-the-spatial-temporal-effective-receptive-fields-of-spiking-neural-networks.md
NeurIPS2025-4086,V2V: Scaling Event-Based Vision through Efficient Video-to-Voxel Simulation,2025,NeurIPS,background,datasets_benchmarks;representation_slicing;robustness_open_challenges,"V2V is important event-side data scaling and voxel-simulation background, but non-spiking.",Main Conference Track,https://papers.nips.cc/paper_files/paper/2025/hash/b14cf0a01f7a8b9cd3e365e40f910272-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2025/hash/b14cf0a01f7a8b9cd3e365e40f910272-Abstract-Conference.html,01-papers-by-conference/NeurIPS2025/B/2025-NEURIPS-B-v2v-scaling-event-based-vision-through-efficient-video-to-voxel-simulation.md
ICML2025-2726,When Every Millisecond Counts: Real-Time Anomaly Detection via the Multimodal Asynchronous Hybrid Network,2025,ICML,background,detection;temporal_modeling;efficiency_hardware,The event-RGB asynchronous graph network provides event-side real-time anomaly-detection evidence but is non-spiking.,,https://raw.githubusercontent.com/mlresearch/v267/main/assets/xiao25a/xiao25a.pdf,https://proceedings.mlr.press/v267/xiao25a.html,01-papers-by-conference/ICML2025/B/2025-ICML-B-when-every-millisecond-counts-real-time-anomaly-detection-via-the-multimodal-asynchronous-.md
CVPR2024-0453,3D Feature Tracking via Event Camera,2024,CVPR,background,tracking;datasets_benchmarks,"Event-camera 3D feature tracking and E-3DTrack can contextualize tracking tasks and non-SNN baselines, but the method contains no spiking computation.",,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_3D_Feature_Tracking_via_Event_Camera_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/html/Li_3D_Feature_Tracking_via_Event_Camera_CVPR_2024_paper.html,01-papers-by-conference/CVPR2024/B/2024-CVPR-B-3d-feature-tracking-via-event-camera.md
ECCV2024-1943,3D Hand Sequence Recovery from Real Blurry Images and Event Stream,2024,ECCV,background,pose_depth_segmentation;datasets_benchmarks;temporal_modeling,EBHNet and the EBH dataset use real event streams to recover 3D hand sequences from blurred images. This is non-spiking task/dataset background outside Survey Core.,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/07674.pdf,https://eccv.ecva.net/virtual/2024/poster/620,01-papers-by-conference/ECCV2024/B/2024-ECCV-B-3d-hand-sequence-recovery-from-real-blurry-images-and-event-stream.md
NeurIPS2024-4283,A Benchmark Dataset for Event-Guided Human Pose Estimation and Tracking in Extreme Conditions,2024,NeurIPS,background,pose_depth_segmentation;tracking;datasets_benchmarks,"EHPT-XC is a formal event-camera benchmark for pose and tracking in extreme conditions, useful for task and dataset coverage but non-spiking.",Datasets and Benchmarks Track,https://papers.nips.cc/paper_files/paper/2024/file/f304e427cfe6bb762fe1bf18516c8a87-Paper-Datasets_and_Benchmarks_Track.pdf,https://papers.nips.cc/paper_files/paper/2024/hash/f304e427cfe6bb762fe1bf18516c8a87-Abstract-Datasets_and_Benchmarks_Track.html,01-papers-by-conference/NeurIPS2024/B/2024-NEURIPS-B-a-benchmark-dataset-for-event-guided-human-pose-estimation-and-tracking-in-extreme-conditi.md
NeurIPS2024-0287,A generalized neural tangent kernel for surrogate gradient learning,2024,NeurIPS,background,learning,"The surrogate-gradient NTK gives rigorous theoretical background for SNN training, while being unrelated to event-camera data.",Main Conference Track,https://papers.nips.cc/paper_files/paper/2024/file/10f1737aa6347ccc555ac068e1b45523-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2024/hash/10f1737aa6347ccc555ac068e1b45523-Abstract-Conference.html,01-papers-by-conference/NeurIPS2024/C/2024-NEURIPS-C-a-generalized-neural-tangent-kernel-for-surrogate-gradient-learning.md
ICLR2024-0193,A Progressive Training Framework for Spiking Neural Networks with Learnable Multi-hierarchical Model,2024,ICLR,background,architecture;temporal_modeling;learning,"LM-H and progressive training provide generic neuron-memory and gradient context that may explain SNN temporal learning, but are not event-camera-specific.",,https://proceedings.iclr.cc/paper_files/paper/2024/file/148865706acbd18627d3fc15cc3f3b93-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2024/hash/148865706acbd18627d3fc15cc3f3b93-Abstract-Conference.html,01-papers-by-conference/ICLR2024/C/2024-ICLR-C-a-progressive-training-framework-for-spiking-neural-networks-with-learnable-multi-hierarch.md
ICLR2024-0730,Adaptive deep spiking neural network with global-local learning via balanced excitatory and inhibitory mechanism,2024,ICLR,background,learning;efficiency_hardware,EIHL is generic SNN training evaluated on DVS-CIFAR10; it supports learning/sparsity background but does not address event-stream processing.,,https://proceedings.iclr.cc/paper_files/paper/2024/file/4ec43957eda1126ad4887995d05fae3b-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2024/hash/4ec43957eda1126ad4887995d05fae3b-Abstract-Conference.html,01-papers-by-conference/ICLR2024/C/2024-ICLR-C-adaptive-deep-spiking-neural-network-with-global-local-learning-via-balanced-excitatory-an.md
NeurIPS2024-0845,Advancing Spiking Neural Networks for Sequential Modeling with Central Pattern Generators,2024,NeurIPS,background,temporal_modeling;event_to_spike,CPG-based spike positional encoding supports general SNN sequential modeling but is not evaluated on event-camera streams.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2024/file/2f55a8b7b1c2c6312eb86557bb9a2bd5-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2024/hash/2f55a8b7b1c2c6312eb86557bb9a2bd5-Abstract-Conference.html,01-papers-by-conference/NeurIPS2024/C/2024-NEURIPS-C-advancing-spiking-neural-networks-for-sequential-modeling-with-central-pattern-generators.md
NeurIPS2024-3676,Advancing Training Efficiency of Deep Spiking Neural Networks through Rate-based Backpropagation,2024,NeurIPS,background,learning;efficiency_hardware;event_to_spike,Rate-based backpropagation is useful for scalable SNN training; CIFAR10-DVS is only one benchmark and the method is not event-specific.,Main Conference Track,https://papers.nips.cc/paper_files/paper/2024/file/d1bdc488ec18f64177b2275a03984683-Paper-Conference.pdf,https://papers.nips.cc/paper_files/paper/2024/hash/d1bdc488ec18f64177b2275a03984683-Abstract-Conference.html,01-papers-by-conference/NeurIPS2024/C/2024-NEURIPS-C-advancing-training-efficiency-of-deep-spiking-neural-networks-through-rate-based-backpropa.md
ICML2024-1996,ALERT-Transformer: Bridging Asynchronous and Synchronous Machine Learning for Real-Time Event-based Spatio-Temporal Data,2024,ICML,background,representation_slicing;temporal_modeling;classification_recognition;efficiency_hardware,"ALERT-Transformer continuously embeds ultra-sparse event-sensor data with PointNet-style leakage and flexible synchronous readout. It is important non-spiking event representation and latency background, but not Survey Core.",,https://raw.githubusercontent.com/mlresearch/v235/main/assets/turrero24a/turrero24a.pdf,https://proceedings.mlr.press/v235/turrero24a.html,01-papers-by-conference/ICML2024/B/2024-ICML-B-alert-transformer-bridging-asynchronous-and-synchronous-machine-learning-for-real-time-eve.md
ECCV2024-0096,Asynchronous Bioplausible Neuron for Spiking Neural Networks for Event-Based Vision,2024,ECCV,background,architecture;learning;efficiency_hardware,ABN contributes a general adaptive spiking-neuron mechanism and neuromorphic benchmark evidence; it informs neuron design but is not an event-camera-specific pipeline.,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/08133.pdf,https://eccv.ecva.net/virtual/2024/poster/1172,01-papers-by-conference/ECCV2024/C/2024-ECCV-C-asynchronous-bioplausible-neuron-for-spiking-neural-networks-for-event-based-vision.md
ICML2024-2133,Autaptic Synaptic Circuit Enhances Spatio-temporal Predictive Learning of Spiking Neural Networks,2024,ICML,background,temporal_modeling;architecture,"The autaptic STC neuron targets long-term spatiotemporal prediction and gradient flow in SNNs, serving as temporal-dynamics background only.",,https://raw.githubusercontent.com/mlresearch/v235/main/assets/wang24ci/wang24ci.pdf,https://proceedings.mlr.press/v235/wang24ci.html,01-papers-by-conference/ICML2024/C/2024-ICML-C-autaptic-synaptic-circuit-enhances-spatio-temporal-predictive-learning-of-spiking-neural-n.md
ECCV2024-0858,BKDSNN: Enhancing the Performance of Learning-based Spiking Neural Networks Training with Blurred Knowledge Distillation,2024,ECCV,background,learning;architecture,"BKDSNN supplies generic SNN knowledge-distillation context for closing ANN-SNN accuracy gaps, but event-camera data are not the core method concern.",,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/06649.pdf,https://eccv.ecva.net/virtual/2024/poster/2655,01-papers-by-conference/ECCV2024/C/2024-ECCV-C-bkdsnn-enhancing-the-performance-of-learning-based-spiking-neural-networks-training-with-b.md
CVPR2024-0885,Bring Event into RGB and LiDAR: Hierarchical Visual-Motion Fusion for Scene Flow,2024,CVPR,background,representation_slicing;pose_depth_segmentation,"The official abstract confirms RGB-event-LiDAR fusion for scene flow. It is non-spiking event-side evidence on multimodal representation and motion fusion, suitable as a reference rather than Core reading.",,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhou_Bring_Event_into_RGB_and_LiDAR_Hierarchical_Visual-Motion_Fusion_for_CVPR_2024_paper.pdf,https://openaccess.thecvf.com/content/CVPR2024/html/Zhou_Bring_Event_into_RGB_and_LiDAR_Hierarchical_Visual-Motion_Fusion_for_CVPR_2024_paper.html,01-papers-by-conference/CVPR2024/B/2024-CVPR-B-bring-event-into-rgb-and-lidar-hierarchical-visual-motion-fusion-for-scene-flow.md
ICLR2024-2253,Can we get the best of both Binary Neural Networks and Spiking Neural Networks for Efficient Computer Vision?,2024,ICLR,background,architecture;efficiency_hardware;robustness_open_challenges,"The BANN/SNN comparison is useful for questioning whether spike sparsity and multiple timesteps truly improve efficient vision, but it is not event-camera-specific.",,https://proceedings.iclr.cc/paper_files/paper/2024/file/ff521f7570d6ed23217ba5780753a1f7-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2024/hash/ff521f7570d6ed23217ba5780753a1f7-Abstract-Conference.html,01-papers-by-conference/ICLR2024/C/2024-ICLR-C-can-we-get-the-best-of-both-binary-neural-networks-and-spiking-neural-networks-for-efficie.md
ICLR2024-1807,Certified Adversarial Robustness for Rate Encoded Spiking Neural Networks,2024,ICLR,background,robustness_open_challenges;event_to_spike,"Certified robustness for rate-coded SNNs supplies robustness and encoding theory, but only for static images rather than event-camera streams.",,https://proceedings.iclr.cc/paper_files/paper/2024/file/ca24eb48806df3af49e5ac59d8a46f67-Paper-Conference.pdf,https://proceedings.iclr.cc/paper_files/paper/2024/hash/ca24eb48806df3af49e5ac59d8a46f67-Abstract-Conference.html,01-papers-by-conference/ICLR2024/C/2024-ICLR-C-certified-adversarial-robustness-for-rate-encoded-spiking-neural-networks.md
ECCV2024-0606,CMTA: Cross-Modal Temporal Alignment for Event-guided Video Deblurring,2024,ECCV,background,reconstruction_restoration;temporal_modeling;datasets_benchmarks,"CMTA supplies a non-SNN event deblurring baseline for cross-modal temporal alignment and long-range aggregation, useful when comparing hybrid/spiking restoration methods.",,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/06838.pdf,https://eccv.ecva.net/virtual/2024/poster/259,01-papers-by-conference/ECCV2024/B/2024-ECCV-B-cmta-cross-modal-temporal-alignment-for-event-guided-video-deblurring.md
ECCV2024-1631,DailyDVS-200: A Comprehensive Benchmark Dataset for Event-Based Action Recognition,2024,ECCV,background,classification_recognition;datasets_benchmarks;robustness_open_challenges,DailyDVS-200 is a major action-recognition benchmark needed to evaluate spiking event-recognition claims and dataset coverage.,,https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/11182.pdf,https://eccv.ecva.net/virtual/2024/poster/330,01-papers-by-conference/ECCV2024/B/2024-ECCV-B-dailydvs-200-a-comprehensive-benchmark-dataset-for-event-based-action-recognition.md
